ID_GAME;GAME;ID_PLATFORM;YEAR_RELEASE;GENRE;ID_PUBLISHER;PUBLISHER;NA_SALES;EU_SALES;JP_SALES;OTHER_SALES;GLOBAL_SALES;CRITIC_SCORE;CRITIC_COUNT;USER_SCORE;USER_COUNT;ID_DEVELOPER;DEVELOPER;RATING
dragonquestixsentinelsofthestarryskies;Dragon Quest IX: Sentinels of the Starry Skies;DS;01/01/2009;Role-Playing;nintendo;Nintendo;630000;670000;4350000;150000;5780000;87;65;8.8;197;level5;Level 5;E10+
tekken2;Tekken 2;PS;01/01/1996;Fighting;sonycomputerentertainment;Sony Computer Entertainment;2260000;1890000;1360000;230000;5740000;89;8;8.9;102;namco;Namco;T
destiny;Destiny;PS4;01/01/2014;Shooter;activision;Activision;2490000;2070000;160000;920000;5640000;76;95;6.1;5380;bungiesoftwarebungie;Bungie Software, Bungie;T
legostarwarsthecompletesaga;LEGO Star Wars: The Complete Saga;Wii;01/01/2007;Action;lucasarts;LucasArts;3570000;1550000;0;510000;5640000;80;17;8.9;62;travellerstales;Traveller's Tales;E10+
cookingmama;Cooking Mama;DS;01/01/2006;Simulation;505games;505 Games;3070000;1910000;70000;570000;5630000;67;35;7.2;21;taitocorporation;Taito Corporation;E
tetris;Tetris;NES;01/01/1988;Puzzle;nintendo;Nintendo;2970000;690000;1810000;110000;5580000;;;;;;;
supersmashbros;Super Smash Bros.;N64;01/01/1999;Fighting;nintendo;Nintendo;2950000;600000;1970000;40000;5550000;;;;;;;
assassinscreedii;Assassin's Creed II;PS3;01/01/2009;Action;ubisoft;Ubisoft;2540000;1930000;210000;860000;5550000;91;70;8.6;1202;ubisoftmontreal;Ubisoft Montreal;M
assassinscreed;Assassin's Creed;X360;01/01/2007;Adventure;ubisoft;Ubisoft;3280000;1640000;70000;560000;5540000;81;77;7.7;1074;ubisoftmontreal;Ubisoft Montreal;M
forzamotorsport3;Forza Motorsport 3;X360;01/01/2009;Racing;microsoftgamestudios;Microsoft Game Studios;2990000;1900000;100000;500000;5490000;92;90;8;516;turn10;Turn 10;E
supermarioadvance;Super Mario Advance;GBA;01/01/2001;Platform;nintendo;Nintendo;3140000;1240000;910000;200000;5490000;84;19;7.8;41;nintendo;Nintendo;E
monsterhunterfreedomunite;Monster Hunter Freedom Unite;PSP;01/01/2008;Role-Playing;capcom;Capcom;470000;550000;4130000;340000;5480000;81;48;8.7;124;capcom;Capcom;T
batmanarkhamcity;Batman: Arkham City;PS3;01/01/2011;Action;warnerbrosinteractiveentertainment;Warner Bros. Interactive Entertainment;2710000;1850000;110000;810000;5480000;96;42;8.6;2162;rocksteadystudios;Rocksteady Studios;T
grandtheftautov;Grand Theft Auto V;XOne;01/01/2014;Action;taketwointeractive;Take-Two Interactive;2810000;2190000;0;470000;5480000;97;14;7.9;764;rockstarnorth;Rockstar North;M
mariokartsupercircuit;Mario Kart: Super Circuit;GBA;01/01/2001;Racing;nintendo;Nintendo;2620000;1640000;990000;230000;5470000;93;24;8.3;108;intelligentsystems;Intelligent Systems;E
supermarioworld;Super Mario World;GBA;01/01/2001;Platform;nintendo;Nintendo;3210000;1110000;950000;200000;5460000;;;;;;;
pokemonstadium;Pokemon Stadium;N64;01/01/1999;Strategy;nintendo;Nintendo;3180000;1240000;940000;90000;5450000;;;;;;;
crashbandicootthewrathofcortex;Crash Bandicoot: The Wrath of Cortex;PS2;01/01/2001;Platform;universalinteractive;Universal Interactive;2070000;2290000;240000;820000;5420000;66;22;7.1;156;travellerstales;Traveller's Tales;E
callofdutyworldatwar;Call of Duty: World at War;PS3;01/01/2008;Shooter;activision;Activision;2730000;1830000;0;830000;5390000;85;45;7.6;409;treyarch;Treyarch;M
uncharted4athiefsend;Uncharted 4: A Thief's End;PS4;01/01/2016;Shooter;sonycomputerentertainment;Sony Computer Entertainment;1850000;2500000;190000;850000;5380000;93;113;7.9;7064;naughtydog;Naughty Dog;T
drmario;Dr. Mario;GB;01/01/1989;Puzzle;nintendo;Nintendo;2180000;960000;2000000;200000;5340000;;;;;;;
finalfantasyxiii;Final Fantasy XIII;PS3;01/01/2009;Role-Playing;squareenix;Square Enix;1740000;1210000;1870000;510000;5330000;83;83;7.3;2483;squareenix;Square Enix;T
pokemonpinball;Pokemon Pinball;GB;01/01/1999;Misc;nintendo;Nintendo;3020000;1120000;1010000;160000;5310000;;;;;;;
finalfantasyix;Final Fantasy IX;PS;01/01/2000;Role-Playing;squaresoft;SquareSoft;1620000;770000;2780000;140000;5300000;94;22;8.9;779;squaresoft;SquareSoft;T
assassinscreediii;Assassin's Creed III;X360;01/01/2012;Action;ubisoft;Ubisoft;3130000;1690000;30000;440000;5290000;84;61;6.7;1196;ubisoft;Ubisoft;M
finalfantasyx2;Final Fantasy X-2;PS2;01/01/2003;Role-Playing;electronicarts;Electronic Arts;1920000;1080000;2110000;170000;5290000;85;45;6.6;400;squaresoft;SquareSoft;T
donkeykong64;Donkey Kong 64;N64;01/01/1999;Platform;nintendo;Nintendo;3330000;790000;1090000;60000;5270000;;;;;;;
callofdutyadvancedwarfare;Call of Duty: Advanced Warfare;XOne;01/01/2014;Shooter;activision;Activision;3220000;1550000;10000;480000;5270000;81;53;5.4;898;sledgehammergames;Sledgehammer Games;M
minecraft;Minecraft;PS3;01/01/2014;Misc;sonycomputerentertainment;Sony Computer Entertainment;2030000;2370000;0;870000;5260000;;;;;;;
assassinscreedii;Assassin's Creed II;X360;01/01/2009;Action;ubisoft;Ubisoft;3110000;1550000;80000;510000;5260000;90;82;8.8;1305;ubisoftmontreal;Ubisoft Montreal;M
tombraiderii;Tomb Raider II;PS;01/01/1997;Action;eidosinteractive;Eidos Interactive;2300000;2460000;200000;280000;5240000;85;13;;;coredesignltd;Core Design Ltd.;T
maddennfl2004;Madden NFL 2004;PS2;;Sports;electronicarts;Electronic Arts;4260000;260000;10000;710000;5230000;94;29;8.5;140;eatiburon;EA Tiburon;E
tomodachilife;Tomodachi Life;3DS;01/01/2013;Simulation;nintendo;Nintendo;970000;2110000;1900000;240000;5230000;;;;;;;
newsupermariobrosu;New Super Mario Bros. U;WiiU;01/01/2012;Platform;nintendo;Nintendo;2300000;1340000;1270000;320000;5220000;84;70;8.1;733;nintendo;Nintendo;E
dragonquestviiijourneyofthecursedking;Dragon Quest VIII: Journey of the Cursed King;PS2;01/01/2004;Role-Playing;squareenix;Square Enix;650000;750000;3610000;200000;5210000;89;63;8.8;245;level5;Level 5;T
supermariobros3;Super Mario Bros. 3;GBA;01/01/2003;Platform;nintendo;Nintendo;2930000;1250000;830000;200000;5200000;;;;;;;
professorlaytonandthecuriousvillage;Professor Layton and the Curious Village;DS;01/01/2007;Puzzle;nintendo;Nintendo;1210000;2430000;1030000;520000;5190000;85;72;8.6;147;level5;Level 5;E
supermarioland3warioland;Super Mario Land 3: Wario Land;GB;01/01/1994;Platform;nintendo;Nintendo;2490000;980000;1570000;150000;5190000;;;;;;;
fifasoccer13;FIFA Soccer 13;X360;01/01/2012;Action;electronicarts;Electronic Arts;1090000;3470000;30000;570000;5160000;90;48;6.1;403;electronicarts;Electronic Arts;E
donkeykongcountry2diddyskongquest;Donkey Kong Country 2: Diddy's Kong Quest;SNES;01/01/1995;Platform;nintendo;Nintendo;2100000;740000;2200000;110000;5150000;;;;;;;
diabloiii;Diablo III;PC;01/01/2012;Role-Playing;activision;Activision;2440000;2160000;0;540000;5140000;88;86;4;9629;blizzardentertainment;Blizzard Entertainment;M
medalofhonorrisingsun;Medal of Honor: Rising Sun;PS2;01/01/2003;Shooter;electronicarts;Electronic Arts;1980000;2230000;130000;800000;5130000;68;30;7.6;100;eala;EA LA;T
kirbysdreamland;Kirby's Dream Land;GB;01/01/1992;Platform;nintendo;Nintendo;2710000;610000;1700000;110000;5130000;;;;;;;
microsoftflightsimulator;Microsoft Flight Simulator;PC;01/01/1996;Simulation;microsoftgamestudios;Microsoft Game Studios;3220000;1690000;0;200000;5120000;;;;;;;
guitarheroii;Guitar Hero II;PS2;01/01/2006;Misc;redoctane;RedOctane;3810000;630000;0;680000;5120000;92;69;8.5;112;harmonixmusicsystems;Harmonix Music Systems;T
fableiii;Fable III;X360;01/01/2010;Role-Playing;microsoftgamestudios;Microsoft Game Studios;3590000;1080000;50000;380000;5100000;80;88;6.5;604;lionheadstudios;Lionhead Studios;M
mariosonicattheolympicgames;Mario & Sonic at the Olympic Games;DS;01/01/2008;Sports;sega;Sega;1630000;2450000;440000;570000;5090000;;;;;;;
residentevil5;Resident Evil 5;PS3;01/01/2009;Action;capcom;Capcom;1960000;1410000;1080000;640000;5090000;84;76;7.5;667;capcom;Capcom;M
thelegendofzeldaphantomhourglass;The Legend of Zelda: Phantom Hourglass;DS;01/01/2007;Action;nintendo;Nintendo;1850000;1800000;950000;480000;5080000;90;57;8;416;nintendo;Nintendo;E
supermariobros;Super Mario Bros.;GB;01/01/1999;Platform;nintendo;Nintendo;3400000;1300000;150000;220000;5070000;;;;;;;
fifasoccer11;FIFA Soccer 11;PS3;01/01/2010;Sports;electronicarts;Electronic Arts;610000;3280000;60000;1120000;5070000;89;51;8;233;easports;EA Sports;E
residentevil;Resident Evil;PS;01/01/1996;Action;virgininteractive;Virgin Interactive;2050000;1160000;1110000;730000;5050000;91;8;9;266;capcom;Capcom;M
grandtheftautovicecitystories;Grand Theft Auto: Vice City Stories;PSP;01/01/2006;Action;taketwointeractive;Take-Two Interactive;1700000;1990000;160000;1180000;5030000;86;50;8;150;rockstarleeds;Rockstar Leeds;M
tonyhawksproskater;Tony Hawk's Pro Skater;PS;01/01/1999;Sports;activision;Activision;3420000;1380000;20000;200000;5020000;92;18;9.2;69;neversoftentertainment;Neversoft Entertainment;T
warzone2100;Warzone 2100;PS;01/01/1999;Strategy;eidosinteractive;Eidos Interactive;2790000;1890000;0;330000;5010000;;;;;;;
spyrothedragon;Spyro the Dragon;PS;01/01/1998;Platform;sonycomputerentertainment;Sony Computer Entertainment;3360000;1360000;70000;210000;5000000;;;;;;;
guitarheroiiilegendsofrock;Guitar Hero III: Legends of Rock;PS2;01/01/2007;Misc;activision;Activision;3490000;10000;10000;1480000;4980000;82;24;8.2;46;neversoftentertainmentbudcat;Neversoft Entertainment, BudCat;T
linkscrossbowtraining;Link's Crossbow Training;Wii;01/01/2007;Shooter;nintendo;Nintendo;3050000;1170000;290000;460000;4980000;68;34;7.1;47;nintendo;Nintendo;T
pokemonmysterydungeonexplorersoftimeexplorersofdarkness;Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness;DS;01/01/2007;Role-Playing;nintendo;Nintendo;1830000;1190000;1540000;370000;4930000;;;;;;;
fallout3;Fallout 3;X360;01/01/2008;Role-Playing;bethesdasoftworks;Bethesda Softworks;3400000;990000;90000;450000;4930000;93;84;8.5;1655;bethesdagamestudios;Bethesda Game Studios;M
uncharteddrakesfortune;Uncharted: Drake's Fortune;PS3;01/01/2007;Action;sonycomputerentertainment;Sony Computer Entertainment;2310000;1720000;120000;770000;4920000;88;66;8.1;2306;naughtydogscewws;Naughty Dog, SCE/WWS;T
maddennfl06;Madden NFL 06;PS2;01/01/2005;Sports;electronicarts;Electronic Arts;3980000;260000;10000;660000;4910000;88;29;8;121;easports;EA Sports;E
diddykongracing;Diddy Kong Racing;N64;01/01/1997;Racing;nintendo;Nintendo;2910000;990000;890000;100000;4880000;;;;;;;
monsterhunterfreedom3;Monster Hunter Freedom 3;PSP;01/01/2010;Role-Playing;capcom;Capcom;0;0;4870000;0;4870000;;;;;;;
supersmashbrosforwiiuand3ds;Super Smash Bros. for Wii U and 3DS;WiiU;01/01/2014;Fighting;nintendo;Nintendo;2600000;1080000;810000;380000;4870000;;;;;;;
drmario;Dr. Mario;NES;01/01/1990;Puzzle;nintendo;Nintendo;2620000;600000;1520000;100000;4850000;;;;;;;
starcraftiiwingsofliberty;StarCraft II: Wings of Liberty;PC;01/01/2010;Strategy;activision;Activision;2570000;1680000;0;580000;4840000;93;82;8.2;3052;blizzardentertainment;Blizzard Entertainment;T
assassinscreed;Assassin's Creed;PS3;01/01/2007;Adventure;ubisoft;Ubisoft;1910000;2000000;90000;820000;4820000;81;40;7.3;769;ubisoftmontreal;Ubisoft Montreal;M
godofwariii;God of War III;PS3;01/01/2010;Action;sonycomputerentertainment;Sony Computer Entertainment;2740000;1330000;120000;610000;4800000;92;101;8.7;2633;scesantamonica;SCE Santa Monica;M
crashteamracing;Crash Team Racing;PS;01/01/1999;Racing;sonycomputerentertainment;Sony Computer Entertainment;2570000;1570000;440000;210000;4790000;88;20;9;233;naughtydog;Naughty Dog;E
legostarwarsthecompletesaga;LEGO Star Wars: The Complete Saga;DS;01/01/2007;Action;lucasarts;LucasArts;2830000;1480000;0;450000;4760000;80;9;5.4;46;ttfusion;TT Fusion;E
driver2;Driver 2;PS;01/01/2000;Action;atari;Atari;2360000;2100000;20000;250000;4730000;62;14;7.7;92;reflectionsinteractive;Reflections Interactive;T
batmanarkhamcity;Batman: Arkham City;X360;01/01/2011;Action;warnerbrosinteractiveentertainment;Warner Bros. Interactive Entertainment;2990000;1270000;40000;420000;4730000;94;87;8.7;1472;rocksteadystudios;Rocksteady Studios;T
thelastofus;The Last of Us;PS4;01/01/2014;Action;sonycomputerentertainment;Sony Computer Entertainment;1880000;2000000;70000;770000;4710000;;;;;;;
thesimpsonshitrun;The Simpsons: Hit & Run;PS2;01/01/2003;Racing;vivendigames;Vivendi Games;1730000;2190000;0;790000;4700000;;;;;;;
tonyhawksproskater2;Tony Hawk's Pro Skater 2;PS;01/01/2000;Sports;activision;Activision;3050000;1410000;20000;200000;4680000;98;19;7.7;299;neversoftentertainment;Neversoft Entertainment;T
thelordoftheringsthetwotowers;The Lord of the Rings: The Two Towers;PS2;01/01/2002;Action;electronicarts;Electronic Arts;1940000;1950000;80000;700000;4670000;82;32;8.2;78;stormfrontstudios;Stormfront Studios;T
tombraider;Tomb Raider;PS;01/01/1996;Action;eidosinteractive;Eidos Interactive;2290000;1970000;130000;240000;4630000;91;13;8.6;147;coredesignltd;Core Design Ltd.;T
animalcrossingcityfolk;Animal Crossing: City Folk;Wii;01/01/2008;Simulation;nintendo;Nintendo;1820000;1120000;1320000;360000;4620000;73;50;7.6;119;nintendo;Nintendo;E
unchartedthenathandrakecollection;Uncharted: The Nathan Drake Collection;PS4;01/01/2015;Action;sonycomputerentertainment;Sony Computer Entertainment;2070000;1710000;80000;760000;4620000;86;78;8.1;1264;bluepointgames;Bluepoint Games;T
thelegendofzeldaalinktothepast;The Legend of Zelda: A Link to the Past;SNES;01/01/1991;Action;nintendo;Nintendo;2420000;910000;1150000;130000;4610000;;;;;;;
thelegendofzeldathewindwaker;The Legend of Zelda: The Wind Waker;GC;01/01/2002;Action;nintendo;Nintendo;2600000;990000;890000;130000;4600000;96;80;8.9;968;nintendo;Nintendo;E
guitarheroiiilegendsofrock;Guitar Hero III: Legends of Rock;Wii;01/01/2007;Misc;activision;Activision;3040000;1110000;0;430000;4600000;86;36;8.4;87;vicariousvisions;Vicarious Visions;T
luigismansiondarkmoon;Luigi's Mansion: Dark Moon;3DS;01/01/2013;Action;nintendo;Nintendo;1800000;1390000;1110000;290000;4590000;86;74;8.4;458;nextlevelgames;Next Level Games;E
forzamotorsport4;Forza Motorsport 4;X360;01/01/2011;Racing;microsoftgamestudios;Microsoft Game Studios;2080000;1970000;60000;460000;4570000;91;83;8.2;617;turn10;Turn 10;E
mariosonicattheolympicwintergames;Mario & Sonic at the Olympic Winter Games;Wii;01/01/2009;Sports;sega;Sega;1870000;1960000;220000;480000;4530000;;;;;;;
maddennfl2005;Madden NFL 2005;PS2;01/01/2004;Sports;electronicarts;Electronic Arts;4180000;260000;10000;80000;4530000;91;30;7.9;78;eatiburon;EA Tiburon;E
guitarheroiiilegendsofrock;Guitar Hero III: Legends of Rock;X360;01/01/2007;Misc;activision;Activision;3190000;910000;10000;420000;4530000;85;69;7.9;165;neversoftentertainment;Neversoft Entertainment;T
pitfall;Pitfall!;2600;01/01/1981;Platform;activision;Activision;4210000;240000;0;50000;4500000;;;;;;;
maddennfl07;Madden NFL 07;PS2;01/01/2006;Sports;electronicarts;Electronic Arts;3630000;240000;10000;610000;4490000;84;29;8.2;39;easports;EA Sports;E
halo5guardians;Halo 5: Guardians;XOne;01/01/2015;Shooter;microsoftgamestudios;Microsoft Game Studios;2780000;1270000;30000;410000;4480000;84;101;6.4;2438;343industries;343 Industries;T
spidermanthemovie;Spider-Man: The Movie;PS2;01/01/2002;Action;activision;Activision;2710000;1510000;30000;230000;4480000;76;25;7.9;41;treyarch;Treyarch;E
dragonquestviiwarriorsofeden;Dragon Quest VII: Warriors of Eden;PS;01/01/2000;Role-Playing;enixcorporation;Enix Corporation;200000;140000;4100000;20000;4470000;;;;;;;
callofdutyinfinitewarfare;Call of Duty: Infinite Warfare;PS4;01/01/2016;Shooter;activision;Activision;1610000;2000000;150000;710000;4460000;77;82;3.4;1129;infinityward;Infinity Ward;M
godofwar;God of War;PS2;01/01/2005;Action;sonycomputerentertainment;Sony Computer Entertainment;2710000;1290000;20000;430000;4450000;94;75;8.9;997;scesantamonica;SCE Santa Monica;M
splatoon;Splatoon;WiiU;01/01/2015;Shooter;nintendo;Nintendo;1540000;1180000;1460000;260000;4430000;81;88;8.5;1184;nintendo;Nintendo;E10+
nintendoland;Nintendo Land;WiiU;01/01/2012;Misc;nintendo;Nintendo;2520000;1110000;460000;330000;4420000;77;61;7.9;471;nintendo;Nintendo;E10+
tonyhawksproskater3;Tony Hawk's Pro Skater 3;PS2;01/01/2001;Sports;activision;Activision;2660000;1290000;10000;460000;4410000;97;34;7.5;298;neversoftentertainment;Neversoft Entertainment;T
winningelevenproevolutionsoccer2007;Winning Eleven: Pro Evolution Soccer 2007;PS2;01/01/2006;Sports;konamidigitalentertainment;Konami Digital Entertainment;100000;2390000;1050000;860000;4390000;86;19;8.9;33;konami;Konami;E
theelderscrollsivoblivion;The Elder Scrolls IV: Oblivion;X360;01/01/2006;Role-Playing;taketwointeractive;Take-Two Interactive;2820000;1030000;130000;400000;4380000;94;90;8.7;1109;bethesdasoftworks;Bethesda Softworks;M
zeldaiitheadventureoflink;Zelda II: The Adventure of Link;NES;01/01/1987;Adventure;nintendo;Nintendo;2190000;500000;1610000;80000;4380000;;;;;;;
needforspeedmostwanted;Need for Speed: Most Wanted;PS2;01/01/2005;Racing;electronicarts;Electronic Arts;2030000;1790000;80000;470000;4370000;82;36;9.1;137;eacanada;EA Canada;T
michaeljacksontheexperience;Michael Jackson: The Experience;Wii;01/01/2010;Misc;ubisoft;Ubisoft;2640000;1330000;10000;390000;4360000;56;37;8.3;31;ubisoftparisubisoftmontpellier;Ubisoft Paris, Ubisoft Montpellier;E10+
callofdutyadvancedwarfare;Call of Duty: Advanced Warfare;PS3;01/01/2014;Shooter;activision;Activision;1560000;1930000;190000;680000;4360000;;;4.8;207;highmoonstudios;High Moon Studios;M
resistancefallofman;Resistance: Fall of Man;PS3;01/01/2006;Shooter;sonycomputerentertainment;Sony Computer Entertainment;1740000;1720000;140000;750000;4340000;86;70;8.1;715;insomniacgames;Insomniac Games;M
sonicthehedgehog;Sonic the Hedgehog;GEN;01/01/1991;Platform;sega;Sega;3030000;910000;260000;130000;4340000;;;;;;;
kingdomheartsii;Kingdom Hearts II;PS2;01/01/2005;Role-Playing;squareenix;Square Enix;2200000;580000;1380000;170000;4330000;87;64;9;766;squareenix;Square Enix;E10+
thelegendofzeldaocarinaoftime;The Legend of Zelda: Ocarina of Time;3DS;01/01/2011;Action;nintendo;Nintendo;2090000;1310000;620000;310000;4330000;;;;;;;
supermario3dworld;Super Mario 3D World;WiiU;01/01/2013;Platform;nintendo;Nintendo;2110000;1160000;730000;320000;4320000;93;83;9;1607;nintendo;Nintendo;E
minecraft;Minecraft;PS4;01/01/2014;Misc;sonycomputerentertainmenteurope;Sony Computer Entertainment Europe;1480000;2020000;140000;680000;4320000;;;;;;;
asteroids;Asteroids;2600;01/01/1980;Shooter;atari;Atari;4000000;260000;0;50000;4310000;;;;;;;
callofdutyadvancedwarfare;Call of Duty: Advanced Warfare;X360;01/01/2014;Shooter;activision;Activision;2770000;1110000;0;400000;4290000;;;4.9;221;highmoonstudios;High Moon Studios;M
fifa15;FIFA 15;PS3;01/01/2014;Sports;electronicarts;Electronic Arts;580000;3020000;40000;640000;4280000;;;4.5;109;easports;EA Sports;E
fableii;Fable II;X360;01/01/2008;Role-Playing;microsoftgamestudios;Microsoft Game Studios;2510000;1240000;110000;410000;4270000;89;95;6.5;2423;lionheadstudios;Lionhead Studios;M
namcomuseum;Namco Museum;GBA;01/01/2001;Misc;namcobandaigames;Namco Bandai Games;3000000;1110000;50000;70000;4240000;79;10;7.3;6;massmedia;Mass Media;E
batmanarkhamasylum;Batman: Arkham Asylum;PS3;01/01/2009;Action;eidosinteractive;Eidos Interactive;2240000;1310000;70000;610000;4230000;91;70;8.9;1122;rocksteadystudios;Rocksteady Studios;T
metalgearsolid3snakeeater;Metal Gear Solid 3: Snake Eater;PS2;01/01/2004;Action;konamidigitalentertainment;Konami Digital Entertainment;1460000;0;830000;1930000;4230000;91;68;9.3;955;kcej;KCEJ;M
assassinscreedrevelations;Assassin's Creed: Revelations;PS3;01/01/2011;Action;ubisoft;Ubisoft;1410000;2010000;100000;700000;4220000;80;39;7.5;613;ubisoftmontreal;Ubisoft Montreal;M
fallout4;Fallout 4;XOne;01/01/2015;Role-Playing;bethesdasoftworks;Bethesda Softworks;2510000;1320000;10000;380000;4220000;88;39;6.2;1749;bethesdagamestudios;Bethesda Game Studios;M
fifa14;FIFA 14;X360;01/01/2013;Sports;electronicarts;Electronic Arts;920000;2890000;10000;400000;4220000;84;41;4.2;435;eacanada;EA Canada;E
daxter;Daxter;PSP;01/01/2006;Platform;sonycomputerentertainment;Sony Computer Entertainment;2450000;1010000;0;750000;4210000;85;59;8.7;109;readyatdawn;Ready at Dawn;E10+
warcraftiitidesofdarkness;Warcraft II: Tides of Darkness;PC;01/01/1995;Strategy;activision;Activision;1700000;2270000;0;230000;4210000;;;;;;;
fifasoccer06;FIFA Soccer 06;PS2;01/01/2005;Sports;electronicarts;Electronic Arts;780000;2550000;40000;840000;4210000;80;32;7.8;47;eacanada;EA Canada;E
eyetoyplay;EyeToy Play;PS2;01/01/2003;Misc;sonycomputerentertainment;Sony Computer Entertainment;880000;2300000;200000;830000;4200000;80;32;7.5;22;sceezoemode;SCEE, Zoe Mode;E
